split,year,week,y_true,y_hat,n_provinces,time_value
test_2022_2023,2023,21,0.02059696671286864,0.022014717988245787,28,2023.3846153846155
test_2022_2023,2023,22,0.01991064888092556,0.02157239339222932,28,2023.4038461538462
test_2022_2023,2023,23,0.026707163995264897,0.022876543125935962,28,2023.423076923077
test_2022_2023,2023,24,0.03879858729695635,0.030166097833508893,28,2023.4423076923076
test_2022_2023,2023,25,0.03604964253359607,0.04069143082181524,28,2023.4615384615386
test_2022_2023,2023,26,0.0489484301236059,0.04198045305175973,28,2023.4807692307693
test_2022_2023,2023,27,0.05913264414162508,0.051371994228767495,28,2023.5
test_2022_2023,2023,28,0.06130688082027648,0.06270332226995379,28,2023.5192307692307
test_2022_2023,2023,29,0.07452561097618725,0.06637882477869946,28,2023.5384615384614
test_2022_2023,2023,30,0.07234535552561283,0.07720173093756395,28,2023.5576923076924
test_2022_2023,2023,31,0.1007214373842414,0.07352303316084934,28,2023.576923076923
test_2022_2023,2023,32,0.12064131535589695,0.09991545117061053,28,2023.5961538461538
test_2022_2023,2023,33,0.1341713652946055,0.11730463914240577,28,2023.6153846153845
test_2022_2023,2023,34,0.16369879970859205,0.13029177061149053,28,2023.6346153846155
test_2022_2023,2023,35,0.3177127915301493,0.1566607331457947,28,2023.6538461538462
test_2022_2023,2023,36,0.44477379135787487,0.27395232394337654,28,2023.673076923077
test_2022_2023,2023,37,0.31200474101517883,0.36747094376810957,28,2023.6923076923076
test_2022_2023,2023,38,0.007084866931628702,0.24754182142870768,28,2023.7115384615386
